IterationNo,Year,Category,IsGranted,MovieTitle,ReleaseDate,FName,MName,LName
88,2016,Best Writing (Adapted Screenplay),0,Brooklyn,2015-01-26,\N,,\N
88,2016,Best Writing (Adapted Screenplay),0,Carol,2015-05-17,Phyllis,,Nagy
88,2016,Best Writing (Adapted Screenplay),0,The Martian,2015-09-11,\N,,\N
88,2016,Best Writing (Adapted Screenplay),0,Room,2015-09-04,\N,,\N
88,2016,Best Animated Feature Film,1,Inside Out,2015-05-18,Pete,,Docter
88,2016,Best Animated Feature Film,0,Anomalisa,2015-09-04,Charlie,,Kaufman
88,2016,Best Animated Feature Film,0,Boy and the World,2013-09-20,Al?,,Abreu
88,2016,Best Animated Feature Film,0,Shaun the Sheep Movie,2015-01-24,Mark,,Burton
88,2016,Best Animated Feature Film,0,When Marnie Was There,2014-07-19,Hiromasa,,Yonebayashi
88,2016,Best Foreign Language Film,1,Son of Saul,2015-05-15,L?szl?,,Nemes
88,2016,Best Foreign Language Film,0,Embrace of the Serpent,2015-05-15,Ciro,,Guerra
88,2016,Best Foreign Language Film,0,Mustang,2015-05-19,Deniz,Gamze,Erg?ven
88,2016,Best Foreign Language Film,0,Theeb,2014-09-04,Naji,Abu,Nowar
88,2016,Best Foreign Language Film,0,A War (Danish film),2015-08-27,Tobias,,Lindholm
88,2016,Best Documentary (Feature),1,Amy,-----,Asif,,Kapadia
88,2016,Best Documentary (Feature),0,Cartel Land,2015-01-23,Matthew,,Heineman
88,2016,Best Documentary (Feature),0,The Look of Silence,2014-08-28,Joshua,,Oppenheimer
88,2016,Best Documentary (Feature),0,"What Happened, Miss Simone?",2015-01-22,Liz,,Garbus
88,2016,Best Documentary (Feature),0,Winter on Fire: Ukraine's Fight for Freedom,2015-09-03,Evgeny,,Afineevsky
88,2016,Best Documentary (Short Subject),1,A Girl in the River: The Price of Forgiveness,2015-10-28,Sharmeen,,Obaid-Chinoy
88,2016,Best Documentary (Short Subject),0,Body Team 12,2015-04-19,Bryn,,Mooser
88,2016,Best Documentary (Short Subject),0,"Chau, Beyond the Lines",2015-02-08,Courtney,,Marsh
88,2016,Best Documentary (Short Subject),0,Claude Lanzmann: Spectres of the Shoah,2015-04-25,\N,,\N
88,2016,Best Documentary (Short Subject),0,Last Day of Freedom,2015-04-11,Dee,,Hibbert-Jones
88,2016,Best Short Film (Live Action),1,Stutterer,2015-07-08,Patrick,,Vollrath
88,2016,Best Short Film (Live Action),0,Ave Maria,2015-05-18,\N,,\N
88,2016,Best Short Film (Live Action),0,Day One,2015-02-27,\N,,\N
88,2016,Best Short Film (Live Action),0,Everything Will Be Okay,2015-01-01,Patrick,,Vollrath
88,2016,Best Short Film (Live Action),0,Shok,2015-04-10,Jamie,,Donoughue
88,2016,Best Short Film (Animated),1,Bear Story,2014-05-01,Pato,Escala,Pierart
88,2016,Best Short Film (Animated),0,Prologue,2015-10-17,Richard,,Williams
88,2016,Best Short Film (Animated),0,Sanjay's Super Team,2015-06-15,Sanjay,,Patel
88,2016,Best Short Film (Animated),0,We Can't Live Without Cosmos,2015-04-25,\N,,\N
88,2016,Best Short Film (Animated),0,World of Tomorrow,2015-03-31,Don,,Hertzfeldt
88,2016,Best Music (Original Score),1,The Hateful Eight,2015-12-07,Ennio,,Morricone
88,2016,Best Music (Original Score),0,Bridge of Spies,2015-10-04,Thomas,,Newman
88,2016,Best Music (Original Score),0,Carol,2015-05-17,Carter,,Burwell
88,2016,Best Music (Original Score),0,Sicario,2015-05-19,J?hann,,J?hannsson
88,2016,Best Music (Original Score),0,Star Wars: The Force Awakens,2015-12-14,John,,Williams
88,2016,Best Music (Original Song),1,Spectre,2015-10-26,Jimmy,,Napes
88,2016,Best Music (Original Song),0,Fifty Shades of Grey,2015-02-09,The,,Weeknd
88,2016,Best Music (Original Song),0,Racing Extinction,2015-01-24,J.,,Ralph
88,2016,Best Music (Original Song),0,Youth,2015-12-04,David,,Lang
88,2016,Best Music (Original Song),0,The Hunting Ground,2015-01-23,Lady,,Gaga
88,2016,Best Sound Editing,1,Mad Max: Fury Road,2015-05-07,Mark,,Mangini
88,2016,Best Sound Editing,0,The Martian,2015-09-11,Oliver,,Tarney
88,2016,Best Sound Editing,0,The Revenant,2015-12-16,Martin,,Hern?ndez
88,2016,Best Sound Editing,0,Sicario,2015-05-19,Alan,Robert,Murray
88,2016,Best Sound Editing,0,Star Wars: The Force Awakens,2015-12-14,David,,Acord
88,2016,Best Sound Mixing,1,Mad Max: Fury Road,2015-05-07,Chris,,Jenkins
88,2016,Best Sound Mixing,0,Bridge of Spies,2015-10-04,Gary,,Rydstrom
88,2016,Best Sound Mixing,0,The Martian,2015-09-11,Paul,,Massey
88,2016,Best Sound Mixing,0,The Revenant,2015-12-16,Randy,,Thom
88,2016,Best Sound Mixing,0,Star Wars: The Force Awakens,2015-12-14,Christopher,,Scarabosio
88,2016,Best Production Design,1,Mad Max: Fury Road,2015-05-07,Lisa,,Thompson
88,2016,Best Production Design,0,Bridge of Spies,2015-10-04,Rena,,DeAngelo
88,2016,Best Production Design,0,The Danish Girl,2015-09-05,Eve,,Stewart
88,2016,Best Production Design,0,The Martian,2015-09-11,Arthur,,Max
88,2016,Best Production Design,0,The Revenant,2015-12-16,Jack,,Fisk
88,2016,Best Cinematography,1,The Revenant,2015-12-16,Emmanuel,,Lubezki
88,2016,Best Cinematography,0,Carol,2015-05-17,Edward,,Lachman
88,2016,Best Cinematography,0,The Hateful Eight,2015-12-07,Robert,,Richardson
88,2016,Best Cinematography,0,Mad Max: Fury Road,2015-05-07,John,,Seale
88,2016,Best Cinematography,0,Sicario,2015-05-19,Roger,,Deakins
88,2016,Best Makeup and Hairstyling,1,Mad Max: Fury Road,2015-05-07,Lesley,,Vanderwalt
88,2016,Best Makeup and Hairstyling,0,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,2013-12-25,Love,,Larson
88,2016,Best Makeup and Hairstyling,0,The Revenant,2015-12-16,Si?n,,Grigg
88,2016,Best Costume Design,1,Mad Max: Fury Road,2015-05-07,Jenny,,Beavan
88,2016,Best Costume Design,0,Carol,2015-05-17,Sandy,,Powell
88,2016,Best Costume Design,0,Cinderella,2015-02-13,Sandy,,Powell
88,2016,Best Costume Design,0,The Danish Girl,2015-09-05,Paco,,Delgado
88,2016,Best Costume Design,0,The Revenant,2015-12-16,\N,,\N
88,2016,Best Film Editing,1,Mad Max: Fury Road,2015-05-07,Margaret,,Sixel
88,2016,Best Film Editing,0,The Big Short,2015-11-12,Hank,,Corwin
88,2016,Best Film Editing,0,The Revenant,2015-12-16,Stephen,,Mirrione
88,2016,Best Film Editing,0,Spotlight,2015-09-03,Tom,,McArdle
88,2016,Best Visual Effects,1,Ex Machina,2014-12-16,Andrew,,Whitehurst
88,2016,Best Visual Effects,0,Mad Max: Fury Road,2015-05-07,Andrew,,Jackson
88,2016,Best Visual Effects,0,The Martian,2015-09-11,Richard,,Stammers
88,2016,Best Visual Effects,0,The Revenant,2015-12-16,Richard,,McBride
88,2016,Best Visual Effects,0,Star Wars: The Force Awakens,2015-12-14,Roger,,Guyett
89,2017,Best Picture,1,Moonlight,2016-09-02,Adele,,Romanski
89,2017,Best Picture,0,Arrival,2016-09-01,Shawn,,Levy
89,2017,Best Picture,0,Fences,2016-12-15,Scott,,Rudin
89,2017,Best Picture,0,Hacksaw Ridge,2016-09-04,Bill,,Mechanic
89,2017,Best Picture,0,Hell or High Water,2016-05-16,Carla,,Hacken
89,2017,Best Picture,0,Hidden Figures,2016-12-10,Donna,,Gigliotti
89,2017,Best Picture,0,La La Land,2016-08-31,Fred,,Berger
89,2017,Best Picture,0,Lion,2016-09-10,Emile,,Sherman
89,2017,Best Picture,0,Manchester by the Sea,2016-01-23,Matt,,Damon
89,2017,Best Directing,1,La La Land,2016-08-31,Damien,,Chazelle
89,2017,Best Directing,0,Arrival,2016-09-01,Denis,,Villeneuve
89,2017,Best Directing,0,Hacksaw Ridge,2016-09-04,\N,,\N
89,2017,Best Directing,0,Manchester by the Sea,2016-01-23,\N,,\N
89,2017,Best Directing,0,Moonlight,2016-09-02,Barry,,Jenkins
89,2017,Best Actor in a Leading Role,1,Manchester by the Sea,2016-01-23,Casey,,Affleck
89,2017,Best Actor in a Leading Role,0,Hacksaw Ridge,2016-09-04,Andrew,,Garfield
89,2017,Best Actor in a Leading Role,0,La La Land,2016-08-31,Ryan,,Gosling
89,2017,Best Actor in a Leading Role,0,Captain Fantastic,2016-01-23,Viggo,,Mortensen
89,2017,Best Actor in a Leading Role,0,Fences,2016-12-15,Denzel,,Washington
89,2017,Best Actress in a Leading Role,1,La La Land,2016-08-31,Emma,,Stone
89,2017,Best Actress in a Leading Role,0,Elle,2016-05-21,Isabelle,,Huppert
89,2017,Best Actress in a Leading Role,0,Loving,2016-05-16,Ruth,,Negga
89,2017,Best Actress in a Leading Role,0,Jackie,2016-09-07,Natalie,,Portman
89,2017,Best Actress in a Leading Role,0,Florence Foster Jenkins,2016-04-23,Meryl,,Streep
89,2017,Best Actor in a Supporting Role,1,Moonlight,2016-09-02,Mahershala,,Ali
89,2017,Best Actor in a Supporting Role,0,Hell or High Water,2016-05-16,Jeff,,Bridges
89,2017,Best Actor in a Supporting Role,0,Manchester by the Sea,2016-01-23,Lucas,,Hedges
89,2017,Best Actor in a Supporting Role,0,Lion,2016-09-10,Dev,,Patel
89,2017,Best Actor in a Supporting Role,0,Nocturnal Animals,2016-09-02,Michael,,Shannon
89,2017,Best Actress in a Supporting Role,1,Fences,2016-12-15,Viola,,Davis
89,2017,Best Actress in a Supporting Role,0,Moonlight,2016-09-02,Naomie,,Harris
89,2017,Best Actress in a Supporting Role,0,Lion,2016-09-10,Nicole,,Kidman
89,2017,Best Actress in a Supporting Role,0,Hidden Figures,2016-12-10,Octavia,,Spencer
89,2017,Best Actress in a Supporting Role,0,Manchester by the Sea,2016-01-23,Michelle,,Williams
89,2017,Best Writing (Original Screenplay),1,Manchester by the Sea,2016-01-23,Mike,,Mills
89,2017,Best Writing (Original Screenplay),0,20th Century Women,2016-10-08,Mike,,Mills
89,2017,Best Writing (Original Screenplay),0,Hell or High Water,2016-05-16,Taylor,,Sheridan
89,2017,Best Writing (Original Screenplay),0,La La Land,2016-08-31,Damien,,Chazelle
89,2017,Best Writing (Original Screenplay),0,The Lobster,2015-05-15,Yorgos,,Lanthimos
89,2017,Best Writing (Adapted Screenplay),1,Moonlight,2016-09-02,Barry,,Jenkins
89,2017,Best Writing (Adapted Screenplay),0,Arrival,2016-09-01,Eric,,Heisserer
89,2017,Best Writing (Adapted Screenplay),0,Fences,2016-12-15,\N,,\N
89,2017,Best Writing (Adapted Screenplay),0,Hidden Figures,2016-12-10,Allison,,Schroeder
89,2017,Best Writing (Adapted Screenplay),0,Lion,2016-09-10,Luke,,Davies
89,2017,Best Animated Feature Film,1,Zootopia,2016-02-13,Byron,,Howard
89,2017,Best Animated Feature Film,0,Kubo and the Two Strings,2016-08-13,Travis,,Knight
89,2017,Best Animated Feature Film,0,Moana,2016-11-14,John,,Musker
89,2017,Best Animated Feature Film,0,My Life as a Courgette,2016-05-15,\N,,\N
89,2017,Best Animated Feature Film,0,The Red Turtle,2016-05-18,Micha?l,Dudok,de
89,2017,Best Foreign Language Film,1,The Salesman,2016-05-21,Asghar,,Farhadi
89,2017,Best Foreign Language Film,0,Land of Mine,2015-09-10,Martin,,Zandvliet
89,2017,Best Foreign Language Film,0,A Man Called Ove,2015-12-25,Hannes,,Holm
89,2017,Best Foreign Language Film,0,Tanna,2015-09-07,\N,,\N
89,2017,Best Foreign Language Film,0,Toni Erdmann,2016-05-14,Maren,,Ade
89,2017,Best Documentary (Feature),1,O.J.: Made in America,2016-01-22,Ezra,,Edelman
89,2017,Best Documentary (Feature),0,13th,2016-09-30,Ava,,DuVernay
89,2017,Best Documentary (Feature),0,Fire at Sea,2016-02-13,Gianfranco,,Rosi
89,2017,Best Documentary (Feature),0,I Am Not Your Negro,2016-09-10,\N,,\N
89,2017,Best Documentary (Feature),0,"Life, Animated",2016-07-01,Roger,Ross,Williams
89,2017,Best Documentary (Short Subject),1,The White Helmets,2016-09-16,Joanna,,Natasegara
89,2017,Best Documentary (Short Subject),0,4.1 Miles,2016-09-01,\N,,\N
89,2017,Best Documentary (Short Subject),0,Extremis,2016-04-17,Dan,,Krauss
89,2017,Best Documentary (Short Subject),0,Joe's Violin,2016-04-14,Kahane,,Cooperman
89,2017,Best Documentary (Short Subject),0,Watani: My Homeland,2016-10-28,Marcel,,Mettelsiefen
89,2017,Best Short Film (Live Action),1,Sing,2016-02-28,Krist?f,,De?k
89,2017,Best Short Film (Live Action),0,Ennemis int?rieurs,2016-02-05,\N,,\N
89,2017,Best Short Film (Live Action),0,La femme et le TGV,2016-08-05,\N,,\N
89,2017,Best Short Film (Live Action),0,Silent Nights,2017-02-07,\N,,\N
89,2017,Best Short Film (Live Action),0,Timecode,2016-05-21,\N,,\N
89,2017,Best Short Film (Animated),1,Piper,2016-06-17,Theodore,,Ushev
89,2017,Best Short Film (Animated),0,Blind Vaysha,2016-02-15,Theodore,,Ushev
89,2017,Best Short Film (Animated),0,Borrowed Time,2015-10-31,\N,,\N
89,2017,Best Short Film (Animated),0,Pear Cider and Cigarettes,2016-07-01,\N,,\N
89,2017,Best Short Film (Animated),0,Pearl,2016-04-17,\N,,\N
89,2017,Best Music (Original Score),1,La La Land,2016-08-31,Justin,,Hurwitz
89,2017,Best Music (Original Score),0,Jackie,2016-09-07,Mica,,Levi
89,2017,Best Music (Original Score),0,Lion,2016-09-10,Dustin,,O'Halloran
89,2017,Best Music (Original Score),0,Moonlight,2016-09-02,Nicholas,,Britell
89,2017,Best Music (Original Score),0,Passengers,2016-12-14,Thomas,,Newman
89,2017,Best Music (Original Song),1,La La Land,2016-08-31,Justin,,Hurwitz
89,2017,Best Music (Original Song),0,La La Land,2016-08-31,Justin,,Hurwitz
89,2017,Best Music (Original Song),0,Trolls,2016-10-08,Justin,,Timberlake
89,2017,Best Music (Original Song),0,Jim: The James Foley Story,2016-01-23,J.,,Ralph
89,2017,Best Music (Original Song),0,Moana,2016-11-14,Lin-Manuel,,Miranda
89,2017,Best Sound Editing,1,Arrival,2016-09-01,Sylvain,,Bellemare
89,2017,Best Sound Editing,0,Deepwater Horizon,2016-09-13,Wylie,,Stateman
89,2017,Best Sound Editing,0,Hacksaw Ridge,2016-09-04,\N,,\N
89,2017,Best Sound Editing,0,La La Land,2016-08-31,\N,,\N
89,2017,Best Sound Editing,0,Sully,2016-09-02,Alan,Robert,Murray
89,2017,Best Sound Mixing,1,Hacksaw Ridge,2016-09-04,Kevin,,O'Connell
89,2017,Best Sound Mixing,0,13 Hours: The Secret Soldiers of Benghazi,2016-01-12,Greg,P.,Russell
89,2017,Best Sound Mixing,0,Arrival,2016-09-01,Claude,La,Haye
89,2017,Best Sound Mixing,0,La La Land,2016-08-31,Steven,A.,Morrow
89,2017,Best Sound Mixing,0,Rogue One,2016-12-10,Christopher,,Scarabosio
89,2017,Best Production Design,1,La La Land,2016-08-31,Patrice,,Vermette
89,2017,Best Production Design,0,Arrival,2016-09-01,Patrice,,Vermette
89,2017,Best Production Design,0,Fantastic Beasts and Where to Find Them,2016-11-10,Stuart,,Craig
89,2017,Best Production Design,0,"Hail, Caesar!",2016-02-01,Jess,,Gonchor
89,2017,Best Production Design,0,Passengers,2016-12-14,Guy,Hendrix,Dyas
89,2017,Best Cinematography,1,La La Land,2016-08-31,Linus,,Sandgren
89,2017,Best Cinematography,0,Arrival,2016-09-01,Bradford,,Young
89,2017,Best Cinematography,0,Lion,2016-09-10,Greig,,Fraser
89,2017,Best Cinematography,0,Moonlight,2016-09-02,\N,,\N
89,2017,Best Cinematography,0,Silence,2016-11-29,Rodrigo,,Prieto
89,2017,Best Makeup and Hairstyling,1,Suicide Squad,2016-08-01,Alessandro,,Bertolazzi
89,2017,Best Makeup and Hairstyling,0,A Man Called Ove,2015-12-25,Eva,von,Bahr
89,2017,Best Makeup and Hairstyling,0,Star Trek Beyond,2016-07-07,Joel,,Harlow
89,2017,Best Costume Design,1,Fantastic Beasts and Where to Find Them,2016-11-10,Colleen,,Atwood
89,2017,Best Costume Design,0,Allied,2016-11-09,\N,,\N
89,2017,Best Costume Design,0,Florence Foster Jenkins,2016-04-23,Consolata,,Boyle
89,2017,Best Costume Design,0,Jackie,2016-09-07,Madeline,,Fontaine
89,2017,Best Costume Design,0,La La Land,2016-08-31,Mary,,Zophres
89,2017,Best Film Editing,1,Hacksaw Ridge,2016-09-04,John,,Gilbert
89,2017,Best Film Editing,0,Arrival,2016-09-01,Joe,,Walker
89,2017,Best Film Editing,0,Hell or High Water,2016-05-16,Jake,,Roberts
89,2017,Best Film Editing,0,La La Land,2016-08-31,Tom,,Cross
89,2017,Best Film Editing,0,Moonlight,2016-09-02,Nat,,Sanders
89,2017,Best Visual Effects,1,The Jungle Book,2016-04-04,Andrew,R.,Jones
89,2017,Best Visual Effects,0,Deepwater Horizon,2016-09-13,\N,,\N
89,2017,Best Visual Effects,0,Doctor Strange,2016-10-13,St?phane,,Ceretti
89,2017,Best Visual Effects,0,Kubo and the Two Strings,2016-08-13,\N,,\N
89,2017,Best Visual Effects,0,Rogue One,2016-12-10,John,,Knoll
90,2018,Best Picture,1,The Shape of Water,2017-08-31,Guillermo,del,Toro
90,2018,Best Picture,0,Call Me by Your Name,2017-01-22,Peter,,Spears
90,2018,Best Picture,0,Darkest Hour,2017-09-01,Tim,,Bevan
90,2018,Best Picture,0,Dunkirk,2017-07-13,Emma,,Thomas
90,2018,Best Picture,0,Get Out,2017-01-23,Sean,,McKittrick
90,2018,Best Picture,0,Lady Bird,2017-09-01,Scott,,Rudin
90,2018,Best Picture,0,Phantom Thread,2017-12-11,JoAnne,,Sellar
90,2018,Best Picture,0,The Post,2017-12-14,Steven,,Spielberg
90,2018,Best Picture,0,"Three Billboards Outside Ebbing, Missouri",2017-09-04,Graham,,Broadbent
90,2018,Best Directing,1,The Shape of Water,2017-08-31,Guillermo,del,Toro
90,2018,Best Directing,0,Dunkirk,2017-07-13,Christopher,,Nolan
90,2018,Best Directing,0,Get Out,2017-01-23,Jordan,,Peele
90,2018,Best Directing,0,Lady Bird,2017-09-01,Greta,,Gerwig
90,2018,Best Directing,0,Phantom Thread,2017-12-11,Paul,Thomas,Anderson
90,2018,Best Actor in a Leading Role,1,Darkest Hour,2017-09-01,Gary,,Oldman
90,2018,Best Actor in a Leading Role,0,Call Me by Your Name,2017-01-22,Timoth?e,,Chalamet
90,2018,Best Actor in a Leading Role,0,Phantom Thread,2017-12-11,Daniel,,Day-Lewis
90,2018,Best Actor in a Leading Role,0,Get Out,2017-01-23,Daniel,,Kaluuya
90,2018,Best Actor in a Leading Role,0,"Roman J. Israel, Esq.",2017-09-10,Denzel,,Washington
90,2018,Best Actress in a Leading Role,1,"Three Billboards Outside Ebbing, Missouri",2017-09-04,Frances,,McDormand
90,2018,Best Actress in a Leading Role,0,The Shape of Water,2017-08-31,Sally,,Hawkins
90,2018,Best Actress in a Leading Role,0,"I, Tonya",2017-09-08,Margot,,Robbie
90,2018,Best Actress in a Leading Role,0,Lady Bird,2017-09-01,Saoirse,,Ronan
90,2018,Best Actress in a Leading Role,0,The Post,2017-12-14,Meryl,,Streep
90,2018,Best Actor in a Supporting Role,1,"Three Billboards Outside Ebbing, Missouri",2017-09-04,Sam,,Rockwell
90,2018,Best Actor in a Supporting Role,0,The Florida Project,2017-05-22,Willem,,Dafoe
90,2018,Best Actor in a Supporting Role,0,"Three Billboards Outside Ebbing, Missouri",2017-09-04,Woody,,Harrelson
90,2018,Best Actor in a Supporting Role,0,The Shape of Water,2017-08-31,Richard,,Jenkins
90,2018,Best Actor in a Supporting Role,0,All the Money in the World,2017-12-18,Christopher,,Plummer
90,2018,Best Actress in a Supporting Role,1,"I, Tonya",2017-09-08,Allison,,Janney
90,2018,Best Actress in a Supporting Role,0,Mudbound,2017-01-21,Mary,J.,Blige
90,2018,Best Actress in a Supporting Role,0,Phantom Thread,2017-12-11,Lesley,,Manville
90,2018,Best Actress in a Supporting Role,0,Lady Bird,2017-09-01,Laurie,,Metcalf
90,2018,Best Actress in a Supporting Role,0,The Shape of Water,2017-08-31,Octavia,,Spencer
90,2018,Best Writing (Original Screenplay),1,Get Out,2017-01-23,Jordan,,Peele
90,2018,Best Writing (Original Screenplay),0,The Big Sick,2017-01-20,Emily,V.,Gordon
90,2018,Best Writing (Original Screenplay),0,Lady Bird,2017-09-01,Greta,,Gerwig
90,2018,Best Writing (Original Screenplay),0,The Shape of Water,2017-08-31,Guillermo,del,Toro
90,2018,Best Writing (Original Screenplay),0,"Three Billboards Outside Ebbing, Missouri",2017-09-04,Martin,,McDonagh
90,2018,Best Writing (Adapted Screenplay),1,Call Me by Your Name,2017-01-22,James,,Ivory
90,2018,Best Writing (Adapted Screenplay),0,The Disaster Artist,2017-03-12,Scott,,Neustadter
90,2018,Best Writing (Adapted Screenplay),0,Logan,2017-02-17,Scott,,Frank
90,2018,Best Writing (Adapted Screenplay),0,Molly's Game,2017-09-08,Molly,,Bloom
90,2018,Best Writing (Adapted Screenplay),0,Mudbound,2017-01-21,Dee,,Rees
90,2018,Best Animated Feature Film,1,Coco,2017-10-20,Lee,,Unkrich
90,2018,Best Animated Feature Film,0,The Boss Baby,2017-03-12,Tom,,McGrath
90,2018,Best Animated Feature Film,0,The Breadwinner,2017-09-08,Nora,,Twomey
90,2018,Best Animated Feature Film,0,Ferdinand,2017-12-10,Carlos,,Saldanha
90,2018,Best Animated Feature Film,0,Loving Vincent,2017-06-12,Dorota,,Kobiela
90,2018,Best Foreign Language Film,1,A Fantastic Woman,2017-02-12,Sebasti?n,,Lelio
90,2018,Best Foreign Language Film,0,The Insult,2017-08-31,Ziad,,Doueiri
90,2018,Best Foreign Language Film,0,Loveless,2017-05-18,Andrey,,Zvyagintsev
90,2018,Best Foreign Language Film,0,On Body and Soul,2017-02-10,Ildik?,,Enyedi
90,2018,Best Foreign Language Film,0,The Square,2017-05-20,Ruben,,?stlund
90,2018,Best Documentary (Feature),1,Icarus,2017-01-20,Bryan,,Fogel
90,2018,Best Documentary (Feature),0,Abacus: Small Enough to Jail,2016-09-11,Steve,,James
90,2018,Best Documentary (Feature),0,Faces Places,2017-05-19,Agn?s,,Varda
90,2018,Best Documentary (Feature),0,Last Men in Aleppo,2017-05-03,Feras,,Fayyad
90,2018,Best Documentary (Feature),0,Strong Island,2017-01-23,\N,,\N
90,2018,Best Documentary (Short Subject),1,Heaven Is a Traffic Jam on the 405,2016-10-01,Thomas,Lee,Wright
90,2018,Best Documentary (Short Subject),0,Edith+Eddie,2017-03-02,Thomas,Lee,Wright
90,2018,Best Documentary (Short Subject),0,Heroin(e),2017-09-03,\N,,\N
90,2018,Best Documentary (Short Subject),0,Knife Skills,2017-07-29,\N,,\N
90,2018,Best Documentary (Short Subject),0,Traffic Stop,2017-11-14,Kate,,Davis
90,2018,Best Short Film (Live Action),1,The Silent Child,2017-08-08,Chris,,Overton
90,2018,Best Short Film (Live Action),0,DeKalb Elementary,2017-02-04,\N,,\N
90,2018,Best Short Film (Live Action),0,The Eleven O'Clock,2016-09-06,Josh,,Lawson
90,2018,Best Short Film (Live Action),0,My Nephew Emmett,2017-05-07,\N,,\N
90,2018,Best Short Film (Live Action),0,Watu Wote,-----,Katja,,Benrath
90,2018,Best Short Film (Animated),1,Dear Basketball,2017-04-23,Glen,,Keane
90,2018,Best Short Film (Animated),0,Garden Party,2017-01-28,Victor,,Caire
90,2018,Best Short Film (Animated),0,LOU,2017-03-12,\N,,\N
90,2018,Best Short Film (Animated),0,Negative Space,2017-06-13,Max,,Porter
91,2019,Best Picture,1,Green Book,2018-09-11,Jim,,Burke
91,2019,Best Picture,0,Black Panther,2018-01-29,Kevin,,Feige
91,2019,Best Picture,0,BlacKkKlansman,2018-05-14,Sean,,McKittrick
91,2019,Best Picture,0,Bohemian Rhapsody,2018-10-23,\N,,\N
91,2019,Best Picture,0,The Favourite,2018-08-30,Ed,,Guiney
91,2019,Best Picture,0,Roma,2018-08-30,Alfonso,,Cuar?n
91,2019,Best Picture,0,A Star Is Born,2018-08-31,Bill,,Gerber
91,2019,Best Picture,0,Vice,2018-12-11,Dede,,Gardner
91,2019,Best Directing,1,Roma,2018-08-30,Alfonso,,Cuar?n
91,2019,Best Directing,0,BlacKkKlansman,2018-05-14,Spike,,Lee
91,2019,Best Directing,0,Cold War,2018-05-10,Pawe?,,Pawlikowski
91,2019,Best Directing,0,The Favourite,2018-08-30,Yorgos,,Lanthimos
91,2019,Best Directing,0,Vice,2018-12-11,Adam,,McKay
91,2019,Best Actor in a Leading Role,1,Bohemian Rhapsody,2018-10-23,Rami,,Malek
91,2019,Best Actor in a Leading Role,0,Vice,2018-12-11,Christian,,Bale
91,2019,Best Actor in a Leading Role,0,A Star Is Born,2018-08-31,Bradley,,Cooper
91,2019,Best Actor in a Leading Role,0,At Eternity's Gate,2018-09-03,Willem,,Dafoe
91,2019,Best Actor in a Leading Role,0,Green Book,2018-09-11,Viggo,,Mortensen
91,2019,Best Actress in a Leading Role,1,The Favourite,2018-08-30,Olivia,,Colman
91,2019,Best Actress in a Leading Role,0,Roma,2018-08-30,Yalitza,,Aparicio
91,2019,Best Actress in a Leading Role,0,The Wife,2017-09-12,Glenn,,Close
91,2019,Best Actress in a Leading Role,0,A Star Is Born,2018-08-31,Lady,,Gaga
91,2019,Best Actress in a Leading Role,0,Can You Ever Forgive Me?,2018-09-01,Melissa,,McCarthy
91,2019,Best Actor in a Supporting Role,1,Green Book,2018-09-11,Mahershala,,Ali
91,2019,Best Actor in a Supporting Role,0,BlacKkKlansman,2018-05-14,Adam,,Driver
91,2019,Best Actor in a Supporting Role,0,A Star Is Born,2018-08-31,Sam,,Elliott
91,2019,Best Actor in a Supporting Role,0,Can You Ever Forgive Me?,2018-09-01,Richard,E.,Grant
91,2019,Best Actor in a Supporting Role,0,Vice,2018-12-11,Sam,,Rockwell
91,2019,Best Actress in a Supporting Role,1,If Beale Street Could Talk,2018-09-09,Regina,,King
91,2019,Best Actress in a Supporting Role,0,Vice,2018-12-11,Amy,,Adams
91,2019,Best Actress in a Supporting Role,0,Roma,2018-08-30,Marina,de,Tavira
91,2019,Best Actress in a Supporting Role,0,The Favourite,2018-08-30,Emma,,Stone
91,2019,Best Writing (Original Screenplay),1,Green Book,2018-09-11,Nick,,Vallelonga
91,2019,Best Writing (Original Screenplay),0,The Favourite,2018-08-30,Tony,,McNamara
91,2019,Best Writing (Original Screenplay),0,First Reformed,2017-08-31,Paul,,Schrader
91,2019,Best Writing (Original Screenplay),0,Roma,2018-08-30,Alfonso,,Cuar?n
91,2019,Best Writing (Original Screenplay),0,Vice,2018-12-11,Adam,,McKay
91,2019,Best Writing (Adapted Screenplay),1,BlacKkKlansman,2018-05-14,Kevin,,Willmott
91,2019,Best Writing (Adapted Screenplay),0,The Ballad of Buster Scruggs,2018-08-31,Coen,,brothers
91,2019,Best Writing (Adapted Screenplay),0,Can You Ever Forgive Me?,2018-09-01,Nicole,,Holofcener
91,2019,Best Writing (Adapted Screenplay),0,If Beale Street Could Talk,2018-09-09,Barry,,Jenkins
91,2019,Best Writing (Adapted Screenplay),0,A Star Is Born,2018-08-31,Eric,,Roth
91,2019,Best Animated Feature Film,1,Spider-Man: Into the Spider-Verse,2018-12-01,Bob,,Persichetti
91,2019,Best Animated Feature Film,0,Incredibles 2,2018-06-05,Brad,,Bird
91,2019,Best Animated Feature Film,0,Isle of Dogs,2018-02-15,Wes,,Anderson
91,2019,Best Animated Feature Film,0,Mirai,2018-05-16,Mamoru,,Hosoda
